ダウンロードした時刻：2018/07/25 14:45:59

,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉
2016/3/28,11.0,8,1,14.5,8,1,8.7,8,1
2016/3/29,12.9,8,1,18.0,8,1,8.0,8,1
2016/3/30,15.5,8,1,18.5,8,1,12.2,8,1
2016/3/31,14.7,8,1,18.7,8,1,10.4,8,1
2016/4/1,13.2,8,1,18.4,8,1,8.8,8,1
2016/4/2,10.4,8,1,12.7,8,1,8.0,8,1
2016/4/3,13.7,8,1,17.2,8,1,10.1,8,1
2016/4/4,15.7,8,1,20.9,8,1,10.7,8,1
2016/4/5,11.2,8,1,12.4,8,1,9.7,8,1
2016/4/6,14.3,8,1,18.9,8,1,8.5,8,1
2016/4/7,15.9,8,1,20.7,8,1,12.6,8,1
2016/4/8,16.4,8,1,21.9,8,1,13.5,8,1
2016/4/9,16.7,8,1,20.5,8,1,12.1,8,1
2016/4/10,17.0,8,1,22.7,8,1,11.6,8,1
2016/4/11,11.6,8,1,17.4,8,1,7.5,8,1
2016/4/12,10.5,8,1,14.1,8,1,5.0,8,1
2016/4/13,15.9,8,1,19.8,8,1,13.0,8,1
2016/4/14,15.7,8,1,18.2,8,1,13.9,8,1
2016/4/15,17.3,8,1,21.1,8,1,13.4,8,1
2016/4/16,16.0,8,1,20.1,8,1,10.8,8,1
2016/4/17,19.6,8,1,22.7,8,1,17.4,8,1
2016/4/18,18.9,8,1,24.8,8,1,13.8,8,1
2016/4/19,16.1,8,1,22.1,8,1,12.4,8,1
2016/4/20,14.7,8,1,18.4,8,1,10.4,8,1
2016/4/21,17.9,8,1,21.7,8,1,15.4,8,1
2016/4/22,16.3,8,1,20.8,8,1,13.9,8,1
2016/4/23,17.7,8,1,22.1,8,1,13.4,8,1
2016/4/24,16.0,8,1,19.0,8,1,12.6,8,1
2016/4/25,17.9,8,1,22.5,8,1,13.7,8,1
2016/4/26,19.2,8,1,23.5,8,1,16.0,8,1
2016/4/27,17.5,8,1,20.8,8,1,14.5,8,1
2016/4/28,14.6,8,1,17.8,8,1,13.2,8,1
2016/4/29,16.6,8,1,21.1,8,1,13.2,8,1
2016/4/30,16.3,8,1,20.6,8,1,11.7,8,1
2016/5/1,18.7,8,1,24.5,8,1,13.7,8,1
2016/5/2,17.0,8,1,21.8,8,1,13.6,8,1
2016/5/3,20.1,8,1,24.2,8,1,16.3,8,1
2016/5/4,22.0,8,1,27.2,8,1,19.3,8,1
2016/5/5,21.3,8,1,25.2,8,1,17.5,8,1
2016/5/6,18.9,8,1,22.7,8,1,17.0,8,1
2016/5/7,20.2,8,1,23.5,8,1,17.3,8,1
2016/5/8,21.0,8,1,26.6,8,1,17.5,8,1
2016/5/9,18.7,8,1,21.9,8,1,16.4,8,1
2016/5/10,18.8,8,1,22.8,8,1,16.5,8,1
2016/5/11,22.7,8,1,26.0,8,1,17.1,8,1
2016/5/12,21.0,8,1,25.8,8,1,17.5,8,1
2016/5/13,20.4,8,1,24.1,8,1,16.5,8,1
2016/5/14,19.3,8,1,23.9,8,1,13.4,8,1
2016/5/15,16.7,8,1,23.4,8,1,13.0,8,1
2016/5/16,19.1,8,1,24.2,8,1,14.0,8,1
2016/5/17,18.8,8,1,21.8,8,1,15.1,8,1
2016/5/18,19.3,8,1,25.8,8,1,12.7,8,1
2016/5/19,18.9,8,1,24.1,8,1,15.5,8,1
2016/5/20,16.7,8,1,19.6,8,1,14.6,8,1
2016/5/21,18.7,8,1,25.0,8,1,13.5,8,1
2016/5/22,21.2,8,1,27.5,8,1,17.5,8,1
2016/5/23,22.7,8,1,30.0,8,1,16.2,8,1
2016/5/24,23.3,8,1,28.9,8,1,18.5,8,1
2016/5/25,22.8,8,1,26.3,8,1,20.9,8,1
2016/5/26,23.7,8,1,28.5,8,1,20.9,8,1
2016/5/27,19.4,8,1,23.5,8,1,16.4,8,1
2016/5/28,19.6,8,1,23.4,8,1,15.7,8,1
2016/5/29,22.0,8,1,28.3,8,1,16.6,8,1
2016/5/30,18.1,8,1,21.7,8,1,16.3,8,1
2016/5/31,20.8,8,1,24.9,8,1,16.9,8,1
2016/6/1,22.1,8,1,26.3,8,1,18.7,8,1
2016/6/2,20.9,8,1,26.3,8,1,16.5,8,1
2016/6/3,19.5,8,1,23.8,8,1,14.7,8,1
2016/6/4,22.2,8,1,26.3,8,1,18.5,8,1
2016/6/5,19.7,8,1,22.4,8,1,17.7,8,1
2016/6/6,19.8,8,1,24.1,8,1,16.6,8,1
2016/6/7,20.1,8,1,22.6,8,1,17.6,8,1
2016/6/8,21.9,8,1,26.0,8,1,18.8,8,1
2016/6/9,22.0,8,1,24.5,8,1,20.0,8,1
2016/6/10,23.9,8,1,28.4,8,1,20.9,8,1
2016/6/11,23.4,8,1,28.3,8,1,18.6,8,1
2016/6/12,23.5,8,1,27.9,8,1,20.3,8,1
2016/6/13,20.4,8,1,22.6,8,1,18.9,8,1
2016/6/14,21.9,8,1,27.3,8,1,18.4,8,1
2016/6/15,20.8,8,1,22.8,8,1,19.4,8,1
2016/6/16,22.3,8,1,24.3,8,1,20.1,8,1
2016/6/17,24.1,8,1,28.0,8,1,19.8,8,1
2016/6/18,26.7,8,1,32.9,8,1,23.4,8,1
2016/6/19,24.8,8,1,29.5,8,1,22.4,8,1
2016/6/20,25.0,8,1,28.3,8,1,22.4,8,1
2016/6/21,23.4,8,1,25.8,8,1,21.1,8,1
2016/6/22,22.3,8,1,24.2,8,1,20.6,8,1
2016/6/23,23.3,8,1,26.9,8,1,21.8,8,1
2016/6/24,23.2,8,1,26.6,8,1,21.2,8,1
2016/6/25,26.1,8,1,29.2,8,1,22.7,8,1
2016/6/26,24.9,8,1,29.3,8,1,22.8,8,1
2016/6/27,24.4,8,1,28.5,8,1,21.5,8,1
2016/6/28,19.7,8,1,22.6,8,1,17.4,8,1
2016/6/29,21.8,8,1,25.4,8,1,19.9,8,1
2016/6/30,23.2,8,1,27.6,8,1,20.3,8,1
2016/7/1,25.1,8,1,30.5,8,1,21.9,8,1
2016/7/2,26.3,8,1,30.4,8,1,22.7,8,1
2016/7/3,28.6,8,1,31.4,8,1,25.9,8,1
2016/7/4,28.3,8,1,33.9,8,1,24.6,8,1
2016/7/5,22.1,8,1,25.4,8,1,20.6,8,1
2016/7/6,23.5,8,1,27.3,8,1,20.7,8,1
2016/7/7,26.5,8,1,33.9,8,1,22.4,8,1
2016/7/8,25.0,8,1,28.8,8,1,22.2,8,1
2016/7/9,23.4,8,1,25.9,8,1,21.5,8,1
2016/7/10,25.9,8,1,30.8,8,1,21.7,8,1
2016/7/11,27.8,8,1,33.4,8,1,23.5,8,1
2016/7/12,26.6,8,1,30.5,8,1,24.1,8,1
2016/7/13,25.8,8,1,27.6,8,1,23.2,8,1
2016/7/14,26.4,8,1,32.3,8,1,22.1,8,1
2016/7/15,22.9,8,1,25.7,8,1,21.8,8,1
2016/7/16,23.8,8,1,26.6,8,1,21.0,8,1
2016/7/17,26.4,8,1,28.7,8,1,23.5,8,1
2016/7/18,28.5,8,1,32.8,8,1,25.7,8,1
2016/7/19,27.7,8,1,32.0,8,1,24.6,8,1
2016/7/20,25.9,8,1,29.4,8,1,23.1,8,1
2016/7/21,22.5,8,1,24.2,8,1,21.7,8,1
2016/7/22,22.3,8,1,24.0,8,1,21.2,8,1
2016/7/23,22.5,8,1,26.7,8,1,19.1,8,1
2016/7/24,23.7,8,1,28.2,8,1,19.7,8,1
2016/7/25,24.5,8,1,27.9,8,1,21.4,8,1
2016/7/26,23.7,8,1,25.9,8,1,21.4,8,1
2016/7/27,24.3,8,1,26.4,8,1,22.7,8,1
2016/7/28,25.8,8,1,28.8,8,1,23.3,8,1
2016/7/29,26.8,8,1,31.3,8,1,23.5,8,1
2016/7/30,27.5,8,1,32.3,8,1,23.6,8,1
2016/7/31,27.0,8,1,30.9,8,1,24.6,8,1
2016/8/1,27.4,8,1,30.8,8,1,25.1,8,1
2016/8/2,26.2,8,1,29.2,8,1,23.2,8,1
2016/8/3,27.3,8,1,32.0,8,1,25.0,8,1
2016/8/4,28.2,8,1,32.4,8,1,25.3,8,1
2016/8/5,28.4,8,1,32.0,8,1,25.4,8,1
2016/8/6,28.6,8,1,32.4,8,1,26.3,8,1
2016/8/7,28.4,8,1,33.2,8,1,25.2,8,1
2016/8/8,28.7,8,1,32.5,8,1,25.9,8,1
2016/8/9,30.4,8,1,37.7,8,1,26.4,8,1
2016/8/10,28.8,8,1,34.0,8,1,25.8,8,1
2016/8/11,26.6,8,1,29.9,8,1,24.6,8,1
2016/8/12,25.7,8,1,29.9,8,1,23.8,8,1
2016/8/13,25.9,8,1,30.4,8,1,23.2,8,1
2016/8/14,25.7,8,1,30.1,8,1,23.2,8,1
2016/8/15,27.2,8,1,31.7,8,1,24.3,8,1
2016/8/16,26.9,8,1,32.0,8,1,24.8,8,1
2016/8/17,29.1,8,1,34.5,8,1,24.2,8,1
2016/8/18,27.8,8,1,30.1,8,1,26.3,8,1
2016/8/19,27.2,8,1,30.7,8,1,25.1,8,1
2016/8/20,26.7,8,1,30.9,8,1,25.3,8,1
2016/8/21,28.0,8,1,31.1,8,1,24.7,8,1
2016/8/22,26.6,8,1,27.9,8,1,23.7,8,1
2016/8/23,27.6,8,1,31.1,8,1,24.4,8,1
2016/8/24,26.1,8,1,30.5,8,1,23.4,8,1
2016/8/25,28.1,8,1,32.8,8,1,24.7,8,1
2016/8/26,28.5,8,1,32.7,8,1,25.1,8,1
2016/8/27,25.1,8,1,28.1,8,1,22.2,8,1
2016/8/28,22.7,8,1,25.1,8,1,21.2,8,1
2016/8/29,26.8,8,1,31.5,8,1,22.8,8,1
2016/8/30,26.5,8,1,28.7,8,1,25.4,8,1
2016/8/31,27.6,8,1,31.3,8,1,24.1,8,1
2016/9/1,27.5,8,1,31.4,8,1,25.6,8,1
2016/9/2,26.8,8,1,31.8,8,1,23.5,8,1
2016/9/3,26.8,8,1,31.8,8,1,24.5,8,1
2016/9/4,27.7,8,1,32.0,8,1,24.6,8,1
2016/9/5,27.9,8,1,30.8,8,1,25.7,8,1
2016/9/6,28.7,8,1,31.9,8,1,26.2,8,1
2016/9/7,27.5,8,1,29.7,8,1,25.6,8,1
2016/9/8,27.8,8,1,32.3,8,1,26.0,8,1
2016/9/9,27.4,8,1,31.2,8,1,24.6,8,1
2016/9/10,26.6,8,1,31.0,8,1,24.3,8,1
2016/9/11,22.4,8,1,24.9,8,1,20.4,8,1
2016/9/12,23.8,8,1,26.9,8,1,21.7,8,1
2016/9/13,23.4,8,1,25.1,8,1,22.3,8,1
2016/9/14,23.7,8,1,26.0,8,1,21.8,8,1
2016/9/15,24.5,8,1,27.8,8,1,22.6,8,1
2016/9/16,23.9,8,1,25.8,8,1,22.2,8,1
2016/9/17,25.5,8,1,28.3,8,1,22.2,8,1
2016/9/18,26.1,8,1,27.6,8,1,23.8,8,1
2016/9/19,22.4,8,1,24.1,8,1,20.1,8,1
2016/9/20,20.1,8,1,21.6,8,1,18.3,8,1
2016/9/21,20.8,8,1,23.4,8,1,18.4,8,1
2016/9/22,20.2,8,1,21.4,8,1,19.1,8,1
2016/9/23,21.9,8,1,24.7,8,1,19.6,8,1
2016/9/24,22.9,8,1,24.5,8,1,21.5,8,1
2016/9/25,24.7,8,1,29.1,8,1,20.9,8,1
2016/9/26,25.9,8,1,29.5,8,1,23.4,8,1
2016/9/27,25.5,8,1,30.1,8,1,23.1,8,1
2016/9/28,27.1,8,1,30.4,8,1,25.0,8,1
2016/9/29,25.5,8,1,29.8,8,1,21.8,8,1
2016/9/30,21.9,8,1,24.1,8,1,20.0,8,1
2016/10/1,20.1,8,1,22.1,8,1,18.7,8,1
2016/10/2,23.1,8,1,26.5,8,1,20.0,8,1
2016/10/3,23.1,8,1,26.4,8,1,21.0,8,1
2016/10/4,25.4,8,1,31.6,8,1,21.7,8,1
2016/10/5,24.4,8,1,27.7,8,1,21.5,8,1
2016/10/6,26.6,8,1,32.8,8,1,22.5,8,1
2016/10/7,21.6,8,1,24.9,8,1,19.1,8,1
2016/10/8,23.1,8,1,26.6,8,1,19.2,8,1
2016/10/9,23.1,8,1,26.6,8,1,19.1,8,1
2016/10/10,18.4,8,1,20.1,8,1,17.2,8,1
2016/10/11,17.9,8,1,21.0,8,1,16.5,8,1
2016/10/12,18.7,8,1,22.6,8,1,14.9,8,1
2016/10/13,16.3,8,1,18.0,8,1,14.7,8,1
2016/10/14,16.9,8,1,20.0,8,1,14.2,8,1
2016/10/15,18.0,8,1,23.7,8,1,12.3,8,1
2016/10/16,19.1,8,1,24.3,8,1,13.6,8,1
2016/10/17,18.8,8,1,21.1,8,1,16.4,8,1
2016/10/18,21.9,8,1,27.0,8,1,17.9,8,1
2016/10/19,20.9,8,1,24.4,8,1,19.4,8,1
2016/10/20,22.4,8,1,27.0,8,1,18.4,8,1
2016/10/21,18.4,8,1,21.9,8,1,16.3,8,1
2016/10/22,17.2,8,1,19.2,8,1,14.7,8,1
2016/10/23,18.3,8,1,22.2,8,1,16.0,8,1
2016/10/24,15.4,8,1,19.9,8,1,11.9,8,1
2016/10/25,15.8,8,1,20.5,8,1,10.5,8,1
2016/10/26,20.0,8,1,25.0,8,1,14.1,8,1
2016/10/27,19.5,8,1,24.2,8,1,15.3,8,1
2016/10/28,13.3,8,1,16.2,8,1,11.4,8,1
2016/10/29,15.9,8,1,20.9,8,1,12.2,8,1
2016/10/30,12.1,8,1,13.7,8,1,10.8,8,1
2016/10/31,15.1,8,1,18.6,8,1,10.5,8,1
2016/11/1,14.1,8,1,16.6,8,1,12.5,8,1
2016/11/2,11.2,8,1,12.5,8,1,9.7,8,1
2016/11/3,13.8,8,1,19.5,8,1,9.6,8,1
2016/11/4,14.6,8,1,19.5,8,1,10.3,8,1
2016/11/5,16.0,8,1,20.8,8,1,10.9,8,1
2016/11/6,15.5,8,1,21.3,8,1,10.5,8,1
2016/11/7,10.7,8,1,14.3,8,1,8.2,8,1
2016/11/8,11.1,8,1,15.2,8,1,7.0,8,1
2016/11/9,10.9,8,1,14.5,8,1,8.8,8,1
2016/11/10,9.9,8,1,12.1,8,1,7.2,8,1
2016/11/11,10.2,8,1,13.4,8,1,6.9,8,1
2016/11/12,14.7,8,1,18.6,8,1,11.9,8,1
2016/11/13,15.3,8,1,19.8,8,1,10.1,8,1
2016/11/14,14.6,8,1,17.3,8,1,12.2,8,1
2016/11/15,15.6,8,1,18.0,8,1,13.4,8,1
2016/11/16,13.2,8,1,15.7,8,1,10.7,8,1
2016/11/17,13.3,8,1,18.2,8,1,9.9,8,1
2016/11/18,12.4,8,1,17.7,8,1,7.3,8,1
2016/11/19,10.6,8,1,12.3,8,1,8.7,8,1
2016/11/20,15.0,8,1,20.4,8,1,9.6,8,1
2016/11/21,13.5,8,1,15.4,8,1,11.0,8,1
2016/11/22,14.5,8,1,18.0,8,1,10.8,8,1
2016/11/23,11.4,8,1,15.4,8,1,7.4,8,1
2016/11/24,2.6,8,1,7.5,8,1,0.8,8,1
2016/11/25,6.2,8,1,11.3,8,1,1.2,8,1
2016/11/26,8.8,8,1,14.3,8,1,3.1,8,1
2016/11/27,10.8,8,1,13.2,8,1,8.9,8,1
2016/11/28,11.7,8,1,15.1,8,1,10.0,8,1
2016/11/29,11.0,8,1,14.3,8,1,8.5,8,1
2016/11/30,9.1,8,1,12.3,8,1,5.1,8,1
2016/12/1,11.1,8,1,17.6,8,1,6.3,8,1
2016/12/2,12.9,8,1,16.2,8,1,9.7,8,1
2016/12/3,12.8,8,1,16.5,8,1,8.7,8,1
2016/12/4,13.6,8,1,17.1,8,1,9.1,8,1
2016/12/5,13.7,8,1,17.1,8,1,10.0,8,1
2016/12/6,12.2,8,1,18.2,8,1,7.3,8,1
2016/12/7,8.1,8,1,10.9,8,1,6.3,8,1
2016/12/8,9.2,8,1,13.9,8,1,4.7,8,1
2016/12/9,12.2,8,1,16.9,8,1,5.8,8,1
2016/12/10,9.5,8,1,13.3,8,1,6.0,8,1
2016/12/11,7.2,8,1,11.3,8,1,4.5,8,1
2016/12/12,8.2,8,1,11.7,8,1,3.8,8,1
2016/12/13,10.5,8,1,15.4,8,1,5.5,8,1
2016/12/14,8.3,8,1,9.8,8,1,6.3,8,1
2016/12/15,6.9,8,1,10.3,8,1,3.9,8,1
2016/12/16,5.1,8,1,10.4,8,1,1.7,8,1
2016/12/17,7.9,8,1,12.4,8,1,1.4,8,1
2016/12/18,8.8,8,1,14.0,8,1,3.5,8,1
2016/12/19,10.7,8,1,16.1,8,1,5.6,8,1
2016/12/20,10.4,8,1,14.9,8,1,6.6,8,1
2016/12/21,11.4,8,1,15.8,8,1,6.3,8,1
2016/12/22,16.4,8,1,21.7,8,1,9.1,8,1
2016/12/23,15.8,8,1,20.9,8,1,9.5,8,1
2016/12/24,9.3,8,1,12.7,8,1,6.2,8,1
2016/12/25,7.7,8,1,11.2,8,1,5.5,8,1
2016/12/26,8.3,8,1,14.4,8,1,3.7,8,1
2016/12/27,13.0,8,1,19.2,8,1,5.3,8,1
2016/12/28,6.8,8,1,10.2,8,1,3.8,8,1
2016/12/29,5.5,8,1,13.2,8,1,1.8,8,1
2016/12/30,6.3,8,1,10.2,8,1,2.6,8,1
2016/12/31,6.8,8,1,11.0,8,1,3.0,8,
